id_left,id_right,Sz,Sp,Sm
2 	 46 	 (-0.043968446212932,0.000000000000000) 	 (0.000000000000009,0.000000000000000) 	 (-0.000000000000003,0.000000000000000)
2 	 47 	 (0.000000000000002,-0.000000000000003) 	 (-0.000000000000007,0.000000000000015) 	 (0.000000000000000,-0.000000000000000)
2 	 48 	 (0.000000000000002,0.000000000000003) 	 (-0.000000000000007,-0.000000000000015) 	 (0.000000000000000,0.000000000000000)
2 	 49 	 (0.000000000000007,-0.000000000000013) 	 (-0.011071638776893,-0.005676183999514) 	 (-0.000000000000000,0.000000000000001)
2 	 50 	 (0.000000000000007,0.000000000000013) 	 (-0.011071638776893,0.005676183999514) 	 (-0.000000000000000,-0.000000000000001)
2 	 51 	 (0.007690616515979,0.006637362749796) 	 (-0.000000000000008,0.000000000000011) 	 (-0.000000000000005,-0.000000000000004)
2 	 52 	 (0.007690616515979,-0.006637362749796) 	 (-0.000000000000008,-0.000000000000011) 	 (-0.000000000000005,0.000000000000004)
2 	 53 	 (0.000000000000007,-0.000000000000002) 	 (0.000000000000000,-0.000000000000000) 	 (0.008671515112867,0.008922167654200)
2 	 54 	 (0.000000000000007,0.000000000000002) 	 (0.000000000000000,0.000000000000000) 	 (0.008671515112867,-0.008922167654200)
2 	 55 	 (-0.000000000000000,-0.000000000000000) 	 (-0.000000000000000,0.000000000000000) 	 (0.000000000000003,-0.000000000000000)
2 	 56 	 (-0.000000000000000,0.000000000000000) 	 (-0.000000000000000,-0.000000000000000) 	 (0.000000000000003,0.000000000000000)
2 	 57 	 (0.000000000000000,0.000000000000000) 	 (-0.000000000000000,0.000000000000000) 	 (0.000000000000000,0.000000000000000)
2 	 58 	 (0.000000000000000,0.000000000000000) 	 (-0.000000000000000,0.000000000000000) 	 (0.000000000000000,0.000000000000000)
2 	 59 	 (-0.000000000000000,0.000000000000000) 	 (0.000000000000000,0.000000000000000) 	 (0.000000000000000,0.000000000000000)
2 	 60 	 (0.000000000000000,0.000000000000000) 	 (-0.000000000000000,0.000000000000000) 	 (-0.000000000000000,0.000000000000000)
2 	 61 	 (0.000000000000000,0.000000000000000) 	 (0.000000000000000,0.000000000000000) 	 (-0.000000000000000,0.000000000000000)
2 	 62 	 (0.000000000000000,0.000000000000000) 	 (0.000000000000000,0.000000000000000) 	 (-0.000000000000000,0.000000000000000)
2 	 63 	 (0.000000000000000,0.000000000000000) 	 (0.000000000000000,0.000000000000000) 	 (0.000000000000000,0.000000000000000)
3 	 0 	 (0.000000000000052,0.000000000000000) 	 (0.495598174574827,0.000000000000000) 	 (0.000000000000000,0.000000000000000)
3 	 1 	 (0.000000000000000,0.000000000000000) 	 (0.000000000000049,0.000000000000000) 	 (-0.000000000000000,0.000000000000000)
3 	 2 	 (-0.000000000000025,0.000000000000000) 	 (-0.235702260395516,0.000000000000000) 	 (-0.000000000000000,0.000000000000000)
3 	 3 	 (0.166666666666667,0.000000000000000) 	 (-0.000000000000035,0.000000000000000) 	 (-0.000000000000035,0.000000000000000)
3 	 4 	 (-0.000000000000000,0.000000000000000) 	 (0.000000000000000,0.000000000000000) 	 (0.000000000000000,0.000000000000000)
3 	 5 	 (0.000000000000001,0.000000000000011) 	 (0.000000000000453,0.000000000000218) 	 (0.000000000000000,0.000000000000000)
3 	 6 	 (0.000000000000001,-0.000000000000011) 	 (0.000000000000453,-0.000000000000218) 	 (0.000000000000000,-0.000000000000000)
3 	 7 	 (0.000000000000126,-0.000000000000236) 	 (0.129715465942738,0.277619732410597) 	 (-0.000000000000000,-0.000000000000000)
3 	 8 	 (0.000000000000126,0.000000000000236) 	 (0.129715465942738,-0.277619732410597) 	 (-0.000000000000000,0.000000000000000)
3 	 9 	 (0.183262967344339,0.115603173677820) 	 (0.000000000000276,-0.000000000000010) 	 (-0.000000000000039,-0.000000000000024)
